RowID,Need,Hidden sort,Category,Type,Item,Link,NewLink,UniqueID,LinkMessage
2,I need something New,1,EMERGENCY,Emergency,Alert Media message,https://allspring.atlassian.net/servicedesk/customer/portal/10,,CTI079,
3,I need something New,1,EMERGENCY,Emergency,Emergency Change,https://allspring.atlassian.net/servicedesk/customer/portal/10,,CTI079,
4,I need something New,1,EMERGENCY,Emergency,InfoSec,https://allspring.atlassian.net/servicedesk/customer/portal/10,,CTI079,
5,I need something New,1,EMERGENCY,Emergency,OTHER EMERGENCY,,,CTI079,CALL HELPDESK AT 1-888-XXX-XXXX
6,I need something New,2,Laptops | Desktops | Devices,BYOD,Misc Question,https://allspring.atlassian.net/servicedesk/customer/portal/10,,CTI002,
7,I need something New,2,Laptops | Desktops | Devices,Fonts,Allspring,https://allspring.atlassian.net/servicedesk/customer/portal/10,,CTI003,
8,I need something New,2,Laptops | Desktops | Devices,International Distribution,Corporate Phone,https://allspring.atlassian.net/servicedesk/customer/portal/10,,CTI009,
9,I need something New,2,Laptops | Desktops | Devices,Laptop,Peripherals,https://allspring.atlassian.net/servicedesk/customer/portal/10,,CTI001,
10,I need something New,2,Laptops | Desktops | Devices,Travel,AVD,https://allspring.atlassian.net/servicedesk/customer/portal/10,,CTI006,
11,I need something New,2,Laptops | Desktops | Devices,Travel,Misc - permission or guidance,https://allspring.atlassian.net/servicedesk/customer/portal/10,,CTI008,
12,I need something New,2,Laptops | Desktops | Devices,Travel,Power Brick,https://allspring.atlassian.net/servicedesk/customer/portal/10,,CTI007,
13,I need something New,2,Laptops | Desktops | Devices,Virtual Desktops,Request new,https://allspring.atlassian.net/servicedesk/customer/portal/10,,CTI005,
14,I need something New,2,Laptops | Desktops | Devices,Virtual Desktops,Temp for Travel,https://allspring.atlassian.net/servicedesk/customer/portal/10,,CTI004,
15,I need something New,2,Laptops | Desktops | Devices,zGeneric Request,Generic Request,https://allspring.atlassian.net/servicedesk/customer/portal/10,,CTI010,
16,I need something New,3,Software |Software Services | Third Party SaaS,3rd Party,Contracts,https://allspring.atlassian.net/servicedesk/customer/portal/10,,CTI019,
17,I need something New,3,Software |Software Services | Third Party SaaS,3rd Party,Procurement,https://allspring.atlassian.net/servicedesk/customer/portal/10,,CTI018,
18,I need something New,3,Software |Software Services | Third Party SaaS,3rd Party,Whitelisting,https://allspring.atlassian.net/servicedesk/customer/portal/10,,CTI017,
19,I need something New,3,Software |Software Services | Third Party SaaS,Change Access,Add/Change/Delete access to software,https://allspring.atlassian.net/servicedesk/customer/portal/10,,CTI016,
20,I need something New,3,Software |Software Services | Third Party SaaS,Need software for laptop,Existing BHS software,https://allspring.atlassian.net/servicedesk/customer/portal/10,,CTI012,
21,I need something New,3,Software |Software Services | Third Party SaaS,Need software for laptop,"Have software, need help installing",https://allspring.atlassian.net/servicedesk/customer/portal/10,,CTI013,
22,I need something New,3,Software |Software Services | Third Party SaaS,Need software for laptop,New software,https://allspring.atlassian.net/servicedesk/customer/portal/10,,CTI011,
23,I need something New,3,Software |Software Services | Third Party SaaS,Want to like to buy software,Exists in BHS list,https://allspring.atlassian.net/servicedesk/customer/portal/10,,CTI014,
24,I need something New,3,Software |Software Services | Third Party SaaS,Want to like to buy software,New to Allspring,https://allspring.atlassian.net/servicedesk/customer/portal/10,,CTI015,
25,I need something New,3,Software |Software Services | Third Party SaaS,zGeneric Request,Generic Request,https://allspring.atlassian.net/servicedesk/customer/portal/10,,CTI020,
26,I need something New,4,Developers,Active Directory,Modify,https://allspring.atlassian.net/servicedesk/customer/portal/10,,CTI030,
27,I need something New,4,Developers,AWS Account,Access,https://allspring.atlassian.net/servicedesk/customer/portal/10,,CTI028,
28,I need something New,4,Developers,AWS Account,Create new environment,https://allspring.atlassian.net/servicedesk/customer/portal/10,,CTI029,
29,I need something New,4,Developers,Cloud Server,New,https://allspring.atlassian.net/servicedesk/customer/portal/10,,CTI025,
30,I need something New,4,Developers,GitHub,Access,https://allspring.atlassian.net/servicedesk/customer/portal/10,,CTI024,
31,I need something New,4,Developers,Operational Readiness Review,New,https://allspring.atlassian.net/servicedesk/customer/portal/10,,CTI033,
32,I need something New,4,Developers,RDS,Access,https://allspring.atlassian.net/servicedesk/customer/portal/10,,CTI027,
33,I need something New,4,Developers,RDS,New,https://allspring.atlassian.net/servicedesk/customer/portal/10,,CTI026,
34,I need something New,4,Developers,Role,Add/Change,https://allspring.atlassian.net/servicedesk/customer/portal/10,,CTI022,
35,I need something New,4,Developers,Security Architecture Review,New,https://allspring.atlassian.net/servicedesk/customer/portal/10,,CTI032,
36,I need something New,4,Developers,Service Accounts,New,https://allspring.atlassian.net/servicedesk/customer/portal/10,,CTI023,
37,I need something New,4,Developers,SSO,Setup,https://allspring.atlassian.net/servicedesk/customer/portal/10,,CTI021,
38,I need something New,4,Developers,Technology Architecture Review,New,https://allspring.atlassian.net/servicedesk/customer/portal/10,,CTI031,
39,I need something New,4,Developers,zGeneric Request,Generic Request,https://allspring.atlassian.net/servicedesk/customer/portal/10,,CTI034,
40,I need something New,5,Information Security,AI,Report new AI feature,https://allspring.atlassian.net/servicedesk/customer/portal/10,,CTI038,
41,I need something New,5,Information Security,Miscellaneous,Generic Request,https://allspring.atlassian.net/servicedesk/customer/portal/10,,CTI037,
42,I need something New,5,Information Security,Travel,Guidance on device handling,https://allspring.atlassian.net/servicedesk/customer/portal/10,,CTI035,
43,I need something New,5,Information Security,Travel,Guidance on Technology Use,https://allspring.atlassian.net/servicedesk/customer/portal/10,,CTI036,
44,I need something New,5,Information Security,zGeneric Request,Generic Request,https://allspring.atlassian.net/servicedesk/customer/portal/10,,CTI038,
45,I need something New,6,Compliance,Policy Violation,ECM question,https://allspring.atlassian.net/servicedesk/customer/portal/10,,CTI039,
46,I need something New,6,Compliance,Policy Violation,Guidance on Technology Use,https://allspring.atlassian.net/servicedesk/customer/portal/10,,CTI042,
47,I need something New,6,Compliance,Policy Violation,Journaling question,https://allspring.atlassian.net/servicedesk/customer/portal/10,,CTI043,
48,I need something New,6,Compliance,Policy Violation,Misc,https://allspring.atlassian.net/servicedesk/customer/portal/10,,CTI041,
49,I need something New,6,Compliance,Policy Violation,Policy interpretation,https://allspring.atlassian.net/servicedesk/customer/portal/10,,CTI040,
50,I need something New,6,Compliance,zGeneric Request,Generic Request,https://allspring.atlassian.net/servicedesk/customer/portal/10,,CTI044,
51,I need something New,7,Storage | Collaboration | Communication,Distribuition List,"New, add, or change",https://allspring.atlassian.net/servicedesk/customer/portal/10,,CTI048,
52,I need something New,7,Storage | Collaboration | Communication,External Facing Sharing,"New, add, or change",https://allspring.atlassian.net/servicedesk/customer/portal/10,,CTI051,
53,I need something New,7,Storage | Collaboration | Communication,Mailbox,Access,https://allspring.atlassian.net/servicedesk/customer/portal/10,,CTI050,
54,I need something New,7,Storage | Collaboration | Communication,Mailbox,Change Name,https://allspring.atlassian.net/servicedesk/customer/portal/10,,CTI049,
55,I need something New,7,Storage | Collaboration | Communication,Sharepoint,New Site,https://allspring.atlassian.net/servicedesk/customer/portal/10,,CTI045,
56,I need something New,7,Storage | Collaboration | Communication,Team Drives (FSx),"New, add, or change",https://allspring.atlassian.net/servicedesk/customer/portal/10,,CTI052,
57,I need something New,7,Storage | Collaboration | Communication,Teams,New channel,https://allspring.atlassian.net/servicedesk/customer/portal/10,,CTI047,
58,I need something New,7,Storage | Collaboration | Communication,Teams,New team,https://allspring.atlassian.net/servicedesk/customer/portal/10,,CTI046,
59,I need something New,7,Storage | Collaboration | Communication,zGeneric Request,Generic Request,https://allspring.atlassian.net/servicedesk/customer/portal/10,,CTI053,
60,I need something New,8,Network | Connectivity,Generic Request,Generic Request,https://allspring.atlassian.net/servicedesk/customer/portal/10,,CTI057,
61,I need something New,8,Network | Connectivity,WiFi,Guest Password,https://allspring.atlassian.net/servicedesk/customer/portal/10,,CTI054,
62,I need something New,8,Network | Connectivity,Wired network,New Cable,https://allspring.atlassian.net/servicedesk/customer/portal/10,,CTI055,
63,I need something New,8,Network | Connectivity,Zscaler,Open access to blocked site,https://allspring.atlassian.net/servicedesk/customer/portal/10,,CTI056,
64,I need something New,9,Conference Rooms,Book,Need Guidance,https://allspring.atlassian.net/servicedesk/customer/portal/10,,CTI058,
65,I need something New,9,Conference Rooms,Furniture,New request,https://allspring.atlassian.net/servicedesk/customer/portal/10,,CTI058,
66,I need something New,9,Conference Rooms,zGeneric Request,Generic Request,https://allspring.atlassian.net/servicedesk/customer/portal/10,,CTI059,
67,I need something New,10,People,Benefits,General question about coverage,https://allspring.atlassian.net/servicedesk/customer/portal/10,,CTI067,
68,I need something New,10,People,Benefits,Intra-year chane to selection,https://allspring.atlassian.net/servicedesk/customer/portal/10,,CTI066,
69,I need something New,10,People,Employee on-boarding,User needs access to something,https://allspring.atlassian.net/servicedesk/customer/portal/10,,CTI060,
70,I need something New,10,People,Manager Changes,Change of title,https://allspring.atlassian.net/servicedesk/customer/portal/10,,CTI061,
71,I need something New,10,People,Manager Changes,Employee  travel request,https://allspring.atlassian.net/servicedesk/customer/portal/10,,CTI064,
72,I need something New,10,People,Manager Changes,Employee Exit process,https://allspring.atlassian.net/servicedesk/customer/portal/10,,CTI063,
73,I need something New,10,People,Manager Changes,Employee relocation question,https://allspring.atlassian.net/servicedesk/customer/portal/10,,CTI065,
74,I need something New,10,People,Manager Changes,Salary Adjustment,https://allspring.atlassian.net/servicedesk/customer/portal/10,,CTI062,
75,I need something New,10,People,New postion,Opening a new contrator role,https://allspring.atlassian.net/servicedesk/customer/portal/10,,CTI069,
76,I need something New,10,People,New postion,Opening a new FTE,https://allspring.atlassian.net/servicedesk/customer/portal/10,,CTI068,
77,I need something New,10,People,zGeneric Request,Generic Request,https://allspring.atlassian.net/servicedesk/customer/portal/10,,CTI070,
78,I need something New,11,Facilities,Furniture,New,https://allspring.atlassian.net/servicedesk/customer/portal/10,,CTI071,
79,I need something New,11,Facilities,Furniture,Relocate,https://allspring.atlassian.net/servicedesk/customer/portal/10,,CTI072,
80,I need something New,11,Facilities,zGeneric Request,Generic Request,https://allspring.atlassian.net/servicedesk/customer/portal/10,,CTI073,
81,I need something New,12,Service Delivery | Monitoring | Alerting | OpsGenie,Alert Media,Send Alert,https://allspring.atlassian.net/servicedesk/customer/portal/10,,CTI078,
82,I need something New,12,Service Delivery | Monitoring | Alerting | OpsGenie,Change Management,Emergency Change,https://allspring.atlassian.net/servicedesk/customer/portal/10,,CTI078,
83,I need something New,12,Service Delivery | Monitoring | Alerting | OpsGenie,Change Management,Normal Change,https://allspring.atlassian.net/servicedesk/customer/portal/10,,CTI079,
84,I need something New,12,Service Delivery | Monitoring | Alerting | OpsGenie,DataDog,Monitor new thing,https://allspring.atlassian.net/servicedesk/customer/portal/10,,CTI079,
85,I need something New,12,Service Delivery | Monitoring | Alerting | OpsGenie,Emergency,Alert Media message,https://allspring.atlassian.net/servicedesk/customer/portal/10,,CTI079,
86,I need something New,12,Service Delivery | Monitoring | Alerting | OpsGenie,Emergency,Emergency Change,https://allspring.atlassian.net/servicedesk/customer/portal/10,,CTI079,
87,I need something New,12,Service Delivery | Monitoring | Alerting | OpsGenie,Emergency,InfoSec,https://allspring.atlassian.net/servicedesk/customer/portal/10,,CTI079,
88,I need something New,12,Service Delivery | Monitoring | Alerting | OpsGenie,Emergency,OTHER EMERGENCY,Form should say CALL HELPDESK AT 1-888-XXX-XXXX,,CTI079,
89,I need something New,12,Service Delivery | Monitoring | Alerting | OpsGenie,JSM Service,JSM Feature request,https://allspring.atlassian.net/servicedesk/customer/portal/10,,CTI080,
90,I need something New,12,Service Delivery | Monitoring | Alerting | OpsGenie,Opsgenie,Opsgenie feature request,https://allspring.atlassian.net/servicedesk/customer/portal/10,,CTI080,
91,I need something New,12,Service Delivery | Monitoring | Alerting | OpsGenie,Service Catalog,New On-call queue,https://allspring.atlassian.net/servicedesk/customer/portal/10,,CTI076,
92,I need something New,12,Service Delivery | Monitoring | Alerting | OpsGenie,Service Catalog,New Queue ,https://allspring.atlassian.net/servicedesk/customer/portal/10,,CTI075,
93,I need something New,12,Service Delivery | Monitoring | Alerting | OpsGenie,Service Catalog,New Service Catalog Entry,https://allspring.atlassian.net/servicedesk/customer/portal/10,,CTI080,
94,I need something New,12,Service Delivery | Monitoring | Alerting | OpsGenie,Service Catalog,New Service Needed,https://allspring.atlassian.net/servicedesk/customer/portal/10,,CTI074,
95,I need something New,12,Service Delivery | Monitoring | Alerting | OpsGenie,zGeneric Request,Generic Request,https://allspring.atlassian.net/servicedesk/customer/portal/10,,CTI080,
96,Something is Broken,13,EMERGENCY,Emergency,Alert Media message,https://allspring.atlassian.net/servicedesk/customer/portal/10,,CTI079,
97,Something is Broken,13,EMERGENCY,Emergency,Emergency Change,https://allspring.atlassian.net/servicedesk/customer/portal/10,,CTI079,
98,Something is Broken,13,EMERGENCY,Emergency,InfoSec,https://allspring.atlassian.net/servicedesk/customer/portal/10,,CTI079,
99,Something is Broken,13,EMERGENCY,Emergency,OTHER EMERGENCY,Form should say CALL HELPDESK AT 1-888-XXX-XXXX,,CTI079,
100,Something is Broken,14,Laptops | Desktops | Devices,BYOD,Misc Question,https://allspring.atlassian.net/servicedesk/customer/portal/10,,CTI087,
101,Something is Broken,14,Laptops | Desktops | Devices,Corporate Phone,Lost,https://allspring.atlassian.net/servicedesk/customer/portal/10,,CTI092,
102,Something is Broken,14,Laptops | Desktops | Devices,Fonts,Allspring Missing,https://allspring.atlassian.net/servicedesk/customer/portal/10,,CTI088,
103,Something is Broken,14,Laptops | Desktops | Devices,Laptop Issue,"Slow, degraded",https://allspring.atlassian.net/servicedesk/customer/portal/10,,CTI082,
104,Something is Broken,14,Laptops | Desktops | Devices,Laptop Issue,Unusable,https://allspring.atlassian.net/servicedesk/customer/portal/10,,CTI081,
105,Something is Broken,14,Laptops | Desktops | Devices,Laptop Lost,Lost,https://allspring.atlassian.net/servicedesk/customer/portal/10,,CTI083,
106,Something is Broken,14,Laptops | Desktops | Devices,Passwords,Locked,https://allspring.atlassian.net/servicedesk/customer/portal/10,,CTI086,
107,Something is Broken,14,Laptops | Desktops | Devices,Passwords,Reset,https://allspring.atlassian.net/servicedesk/customer/portal/10,,CTI085,
108,Something is Broken,14,Laptops | Desktops | Devices,Peripheral issue,<lookup peripheral list>,https://allspring.atlassian.net/servicedesk/customer/portal/10,,CTI084,
109,Something is Broken,14,Laptops | Desktops | Devices,Travel,Can't Access Services while traveling,https://allspring.atlassian.net/servicedesk/customer/portal/10,,CTI091,
110,Something is Broken,14,Laptops | Desktops | Devices,Virtual Desktops (AVD),"Slow, unresponsive",https://allspring.atlassian.net/servicedesk/customer/portal/10,,CTI089,
111,Something is Broken,14,Laptops | Desktops | Devices,Virtual Desktops (Workspaces),"Slow, unresponsive",https://allspring.atlassian.net/servicedesk/customer/portal/10,,CTI090,
112,Something is Broken,14,Laptops | Desktops | Devices,zGeneric Issue,Generic Issue,https://allspring.atlassian.net/servicedesk/customer/portal/10,,CTI093,
113,Something is Broken,15,Software |Software Services | Third Party SaaS,3rd Party,Application non- reponsive,https://allspring.atlassian.net/servicedesk/customer/portal/10,,CTI099,
114,Something is Broken,15,Software |Software Services | Third Party SaaS,3rd Party,Can't login,https://allspring.atlassian.net/servicedesk/customer/portal/10,,CTI097,
115,Something is Broken,15,Software |Software Services | Third Party SaaS,3rd Party,Can't reach,https://allspring.atlassian.net/servicedesk/customer/portal/10,,CTI098,
116,Something is Broken,15,Software |Software Services | Third Party SaaS,Appspring app,Application non- reponsive,https://allspring.atlassian.net/servicedesk/customer/portal/10,,CTI096,
117,Something is Broken,15,Software |Software Services | Third Party SaaS,Appspring app,Can't login,https://allspring.atlassian.net/servicedesk/customer/portal/10,,CTI094,
118,Something is Broken,15,Software |Software Services | Third Party SaaS,Appspring app,Can't reach,https://allspring.atlassian.net/servicedesk/customer/portal/10,,CTI095,
119,Something is Broken,15,Software |Software Services | Third Party SaaS,zGeneric Issue,Generic Issue,https://allspring.atlassian.net/servicedesk/customer/portal/10,,CTI100,
120,Something is Broken,16,Developers,AWS Account,Access,https://allspring.atlassian.net/servicedesk/customer/portal/10,,CTI108,
121,Something is Broken,16,Developers,AWS Account,Create new environment,https://allspring.atlassian.net/servicedesk/customer/portal/10,,CTI109,
122,Something is Broken,16,Developers,Cloud Server (EC2),Can't access,https://allspring.atlassian.net/servicedesk/customer/portal/10,,CTI105,
123,Something is Broken,16,Developers,GitHub,Can't retrieve,https://allspring.atlassian.net/servicedesk/customer/portal/10,,CTI104,
124,Something is Broken,16,Developers,GitHub,Code push failing,https://allspring.atlassian.net/servicedesk/customer/portal/10,,CTI103,
125,Something is Broken,16,Developers,RDS,Can't access,https://allspring.atlassian.net/servicedesk/customer/portal/10,,CTI106,
126,Something is Broken,16,Developers,RDS,Reporting errors,https://allspring.atlassian.net/servicedesk/customer/portal/10,,CTI107,
127,Something is Broken,16,Developers,Service Accounts,Locked,https://allspring.atlassian.net/servicedesk/customer/portal/10,,CTI102,
128,Something is Broken,16,Developers,SSO,Not working,https://allspring.atlassian.net/servicedesk/customer/portal/10,,CTI101,
129,Something is Broken,16,Developers,zGeneric Issue,Generic Issue,https://allspring.atlassian.net/servicedesk/customer/portal/10,,CTI130,
130,Something is Broken,17,Information Security,AI,Report new AI feature,https://allspring.atlassian.net/servicedesk/customer/portal/10,,CTI120,
131,Something is Broken,17,Information Security,Authenticator,Not working,https://allspring.atlassian.net/servicedesk/customer/portal/10,,CTI117,
132,Something is Broken,17,Information Security,Passwords,Locked,https://allspring.atlassian.net/servicedesk/customer/portal/10,,CTI116,
133,Something is Broken,17,Information Security,Passwords,Reset,https://allspring.atlassian.net/servicedesk/customer/portal/10,,CTI115,
134,Something is Broken,17,Information Security,Phishing attack,Email,https://allspring.atlassian.net/servicedesk/customer/portal/10,,CTI114,
135,Something is Broken,17,Information Security,Phishing attack,SMS,https://allspring.atlassian.net/servicedesk/customer/portal/10,,CTI113,
136,Something is Broken,17,Information Security,Policy Violation,Employee Handbook,https://allspring.atlassian.net/servicedesk/customer/portal/10,,CTI119,
137,Something is Broken,17,Information Security,Policy Violation,Technology Use Policy,https://allspring.atlassian.net/servicedesk/customer/portal/10,,CTI118,
138,Something is Broken,17,Information Security,Vulnerability,Report new AI concern,https://allspring.atlassian.net/servicedesk/customer/portal/10,,CTI112,
139,Something is Broken,17,Information Security,Vulnerability,Report new Mobile Issue,https://allspring.atlassian.net/servicedesk/customer/portal/10,,CTI111,
140,Something is Broken,17,Information Security,Vulnerability,Report new Windows Issue,https://allspring.atlassian.net/servicedesk/customer/portal/10,,CTI110,
141,Something is Broken,17,Information Security,zGeneric Issue,Generic Issue,https://allspring.atlassian.net/servicedesk/customer/portal/10,,CTI121,
142,Something is Broken,18,Compliance,Policy Violation,Technology Use Policy,https://allspring.atlassian.net/servicedesk/customer/portal/10,,CTI122,
143,Something is Broken,18,Compliance,zGeneric Issue,Generic Issue,https://allspring.atlassian.net/servicedesk/customer/portal/10,,CTI124,
144,Something is Broken,19,Storage | Collaboration | Communication,Distribuition List,Not working,https://allspring.atlassian.net/servicedesk/customer/portal/10,,CTI126,
145,Something is Broken,19,Storage | Collaboration | Communication,External Facing Sharing,Not reachable,https://allspring.atlassian.net/servicedesk/customer/portal/10,,CTI128,
146,Something is Broken,19,Storage | Collaboration | Communication,Shared Email,Change Name,https://allspring.atlassian.net/servicedesk/customer/portal/10,,CTI127,
147,Something is Broken,19,Storage | Collaboration | Communication,Sharepoint,Can't reach site,https://allspring.atlassian.net/servicedesk/customer/portal/10,,CTI125,
148,Something is Broken,19,Storage | Collaboration | Communication,Team Drives (FSx),Not reachable,https://allspring.atlassian.net/servicedesk/customer/portal/10,,CTI129,
149,Something is Broken,19,Storage | Collaboration | Communication,zGeneric Issue,Generic Issue,https://allspring.atlassian.net/servicedesk/customer/portal/10,,CTI130,
150,Something is Broken,20,Network | Connectivity,Firewall,Can't reach site,https://allspring.atlassian.net/servicedesk/customer/portal/10,,CTI134,
151,Something is Broken,20,Network | Connectivity,Firewall,Taskbar app shows error,https://allspring.atlassian.net/servicedesk/customer/portal/10,,CTI135,
152,Something is Broken,20,Network | Connectivity,Passwords,Locked,https://allspring.atlassian.net/servicedesk/customer/portal/10,,CTI137,
153,Something is Broken,20,Network | Connectivity,Passwords,Reset,https://allspring.atlassian.net/servicedesk/customer/portal/10,,CTI136,
154,Something is Broken,20,Network | Connectivity,WiFi,CORP down,https://allspring.atlassian.net/servicedesk/customer/portal/10,,CTI131,
155,Something is Broken,20,Network | Connectivity,WiFi,Guest down,https://allspring.atlassian.net/servicedesk/customer/portal/10,,CTI132,
156,Something is Broken,20,Network | Connectivity,Wired network,Wired network down,https://allspring.atlassian.net/servicedesk/customer/portal/10,,CTI133,
157,Something is Broken,20,Network | Connectivity,zGeneric Issue,Generic Issue,https://allspring.atlassian.net/servicedesk/customer/portal/10,,CTI138,
158,Something is Broken,21,Conference Rooms,AV gear,Broken,https://allspring.atlassian.net/servicedesk/customer/portal/10,,CTI139,
159,Something is Broken,21,Conference Rooms,Furniture,Broken,https://allspring.atlassian.net/servicedesk/customer/portal/10,,CTI139,
160,Something is Broken,21,Conference Rooms,zGeneric Issue,Generic Issue,https://allspring.atlassian.net/servicedesk/customer/portal/10,,CTI140,
161,Something is Broken,22,People,Benefits,General question about coverage,https://allspring.atlassian.net/servicedesk/customer/portal/10,,CTI146,
162,Something is Broken,22,People,Manager Changes,Change of title,https://allspring.atlassian.net/servicedesk/customer/portal/10,,CTI141,
163,Something is Broken,22,People,Manager Changes,Employee  travel request,https://allspring.atlassian.net/servicedesk/customer/portal/10,,CTI144,
164,Something is Broken,22,People,Manager Changes,Employee Exit process,https://allspring.atlassian.net/servicedesk/customer/portal/10,,CTI143,
165,Something is Broken,22,People,Manager Changes,Employee relocation question,https://allspring.atlassian.net/servicedesk/customer/portal/10,,CTI145,
166,Something is Broken,22,People,Manager Changes,Salary Adjustment,https://allspring.atlassian.net/servicedesk/customer/portal/10,,CTI142,
167,Something is Broken,22,People,zGeneric Issue,Generic Issue,https://allspring.atlassian.net/servicedesk/customer/portal/10,,CTI147,
168,Something is Broken,23,Facilities,Furniture,Broken,https://allspring.atlassian.net/servicedesk/customer/portal/10,,CTI148,
169,Something is Broken,23,Facilities,zGeneric Issue,Generic Issue,https://allspring.atlassian.net/servicedesk/customer/portal/10,,CTI149,
170,Something is Broken,24,Service Delivery | Monitoring | Alerting | OpsGenie,AlertMedia,Paging issue,https://allspring.atlassian.net/servicedesk/customer/portal/10,,CTI156,
171,Something is Broken,24,Service Delivery | Monitoring | Alerting | OpsGenie,Change Management,Schedule not reflecting change,https://allspring.atlassian.net/servicedesk/customer/portal/10,,CTI153,
172,Something is Broken,24,Service Delivery | Monitoring | Alerting | OpsGenie,DataDog,Monitoring Issue,https://allspring.atlassian.net/servicedesk/customer/portal/10,,CTI157,
173,Something is Broken,24,Service Delivery | Monitoring | Alerting | OpsGenie,JSM Service,Ticket Routing Issue,https://allspring.atlassian.net/servicedesk/customer/portal/10,,CTI150,
174,Something is Broken,24,Service Delivery | Monitoring | Alerting | OpsGenie,OpsGenie,On-call schedule wrong,https://allspring.atlassian.net/servicedesk/customer/portal/10,,CTI155,
175,Something is Broken,24,Service Delivery | Monitoring | Alerting | OpsGenie,OpsGenie,Paging issue,https://allspring.atlassian.net/servicedesk/customer/portal/10,,CTI154,
176,Something is Broken,24,Service Delivery | Monitoring | Alerting | OpsGenie,Service Catalog,Can't find record,https://allspring.atlassian.net/servicedesk/customer/portal/10,,CTI151,
177,Something is Broken,24,Service Delivery | Monitoring | Alerting | OpsGenie,Service Catalog,Data needs updating,https://allspring.atlassian.net/servicedesk/customer/portal/10,,CTI151,
178,Something is Broken,24,Service Delivery | Monitoring | Alerting | OpsGenie,zGeneric Issue,Generic Issue,https://allspring.atlassian.net/servicedesk/customer/portal/10,,CTI152,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
